2014-10-1,82.3790897836328
2014-10-2,65.54193683594487
2014-10-3,64.21341176559892
2014-10-6,89.37081192309812
2014-10-7,81.43666396064023
2014-10-8,74.50886949855023
2014-10-9,69.09622986791764
2014-10-10,70.81424168211979
2014-10-14,69.50439449616019
2014-10-15,94.05748117440051
2014-10-16,78.99747474269894
2014-10-17,78.68446196720237
2014-10-20,83.27773815400192
2014-10-21,86.26034736117472
2014-10-22,94.31135924811285
2014-10-23,88.89871961748027
2014-10-24,89.60121913683305
2014-10-27,86.32427503855003
2014-10-28,89.05300617201047
2014-10-29,83.90235822590685
2014-10-30,76.45869400557554
2014-10-31,89.34734106312071
2014-11-4,89.56076231943516
2014-11-5,93.04196887955115
2014-11-6,77.47420630042491
2014-11-7,86.04692610486026
2014-11-10,90.13244614423515
2014-11-11,100.22364141535348
2014-11-12,97.10401805894861
2014-11-13,76.71257207928788
2014-11-14,96.96368327449095
2014-11-17,107.6500332303867
2014-11-18,96.66934838338071
2014-11-19,95.8346276903869
2014-11-20,99.5615987133986
2014-11-21,99.24858593790202
2014-11-25,108.60161784786075
2014-11-26,110.30567789199036
2014-11-27,87.8832073226309
2014-11-28,98.23307364305265
